"Ad Media",New,Reapply,"Attending Outside School","Attempting Contact",Interview,Recruiting,"Pending Investigations","Online Course","Awaiting Permit","Hireright Requested","Rehire Submitted","Ready For Processing",Processing,"Processing Complete","Attending School","Attending Academy","Left Sch/aca","Left Academy","Dl170 Testing","Graduated Sch/aca","Failed Sch/aca",Compliance,"Driver Reactivation","No Show","Left Orientation",Hold,"Ready For Audit",Audit,"Audit Deficiencies","Ok To Code","Paf Entered",Hired,"Not Qualified","Not Interested","No Response","Duplicate App","Xfer Allowed","Unqualified Da","Do Not Contact",Upload,Total,
"AllTruckJobs - Full App (Experienced)",2,3,0,14,18,8,3,0,0,1,1,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,30,66,135,1,0,0,2,0,290,
"AllTruckJobs - Full App (Student)",1,0,0,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,9,20,0,0,0,0,0,48,
"AllTruckJobs - Job App (Experienced)",14,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,17,0,0,2,0,0,43,
"AllTruckJobs - Job App (Student)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,3,0,15,
"AllTruckJobs - Quick App (Experienced)",0,2,1,10,17,5,5,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,23,59,158,1,0,0,0,0,290,
"AllTruckJobs - Quick App (Student)",0,0,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,6,1,0,0,0,0,19,
HiringDriversNow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,
JobsInTrucks.com,6,11,8,45,50,20,7,1,0,2,2,1,4,0,0,0,0,0,0,0,1,0,0,5,1,0,0,0,0,2,0,5,81,267,555,1,0,1,9,0,1085,
LACED_SR_Experienced_AmericanDriverNetwork_CareerHorizon_Intelliapp,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
LACED_SR_Exp_Jobs2Careers_CareerHorizon_Intelliapp,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,
LACED_SR_Exp_Jobs2Careers_CareerHorizon_SwiftLeadForm,0,0,0,1,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0,2,0,17,
LACED_SR_Exp_LinkUp_CareerHorizon_Intelliapp,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,
LACED_SR_Exp_LinkUp_CareerHorizon_SwiftLeadForm,1,0,0,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,6,0,21,
LACED_SR_Exp_SimplyHired_CareerHorizon_SwiftLeadForm,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,0,0,0,0,0,13,
LACED_SR_Exp_TopUSAJobs_CareerHorizon_SwiftLeadForm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,
LACED_SR_Generic_AllTruckJobs_Intelliapp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,
LACED_SR_Generic_AllTruckJobs_SwiftLeadForm,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,
LACED_SR_Generic_AmericanDriverNetwork_SwiftLeadForm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,
LACED_SR_Generic_CDLJobs_SwiftLeadForm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,
LACED_SR_Generic_Craigslist_Intelliapp,1,0,0,6,16,5,5,16,6,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,31,18,47,0,0,0,0,0,162,
LACED_SR_Generic_Craigslist_SwiftLeadForm,24,1,2,41,106,26,9,32,9,0,3,2,4,2,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,4,120,90,282,5,0,0,5,0,772,
LACED_SR_Generic_FindTheRightJob_SwiftLeadForm,0,0,0,3,14,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,43,97,0,0,0,0,0,172,
LACED_SR_Generic_HiringDriversNow_Intelliapp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,
LACED_SR_Generic_HiringDriversNow_SwiftLeadForm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,
LACED_SR_Generic_Indeed_Intelliapp,0,0,0,5,4,4,3,5,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,12,13,13,0,0,0,0,0,70,
LACED_SR_Generic_Indeed_SwiftLeadForm,4,1,1,9,35,8,3,10,7,0,1,0,1,2,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,5,47,47,95,0,0,0,1,0,281,
LACED_SR_Generic_Jobs2Careers_Intelliapp,0,0,0,0,7,4,1,3,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,21,15,15,0,0,0,1,0,76,
LACED_SR_Generic_Jobs2Careers_SwiftLeadForm,1,0,3,8,34,7,5,4,3,0,4,2,1,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,5,53,62,166,5,0,0,2,0,371,
LACED_SR_Generic_JobsInTrucks_Intelliapp,0,0,0,0,1,1,0,0,2,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,4,4,0,0,0,0,0,19,
LACED_SR_Generic_JobsInTrucks_SwiftLeadForm,0,0,1,0,4,2,0,3,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,11,12,1,0,0,0,0,49,
LACED_SR_Generic_LinkUp_Intelliapp,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,12,
LACED_SR_Generic_LinkUp_SwiftLeadForm,0,0,0,2,11,2,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,9,16,25,1,0,0,1,0,75,
LACED_SR_Generic_RandallReilly_BestDriverJobs_Intelliapp,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,
LACED_SR_Generic_RandallReilly_BestDriverJobs_SwiftLeadForm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,
LACED_SR_Generic_RandallReilly_CareersInGear_Intelliapp,1,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,10,
LACED_SR_Generic_RandallReilly_CareersInGear_SwiftLeadForm,2,0,0,1,2,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,7,14,0,0,0,0,0,40,
LACED_SR_Generic_RandallReilly_HiringTruckDrivers_SwiftLeadForm,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,
LACED_SR_Generic_RandallReilly_JobsForTruckers_Intelliapp,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
LACED_SR_Generic_RandallReilly_LinkUp_PM_Aggregator_Intelliapp,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,4,3,0,0,0,0,0,16,
LACED_SR_Generic_RandallReilly_LinkUp_PM_Aggregator_SwiftLeadForm,0,0,0,1,5,3,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,17,9,19,1,0,0,0,0,62,
LACED_SR_Generic_RandallReilly_MobileBestDriverJobs_Intelliapp,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,
LACED_SR_Generic_RandallReilly_MobileBestDriverJobs_SwiftLeadForm,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,
LACED_SR_Generic_RandallReilly_MobileHiringTruckDrivers_Intelliapp,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
